Vardas367           Pavarde367  1  4  1  5  1  4  5  2  2  1  6  3  1  3  4  1 ; final points 1.75
Vardas558           Pavarde558  3  7  2  7  6  2  5  5  1  7 10  9  1  9  1  1 ; final points 2.60
Vardas6955         Pavarde6955  5  9  4  7  7  4  3  5  6  1  2  4  8  8  2  1 ; final points 2.60
Vardas2994         Pavarde2994  8  9  4  1  8  5  1  1  8  6  3  7  5  6  3  1 ; final points 2.60
Vardas9387         Pavarde9387  9  5  1  6  3  6  6  3  3  8  1  7 10  3  4  1 ; final points 2.60
Vardas6852         Pavarde6852  5  9  6  1  2  1  3  5  3  8  5  7  4 10  6  1 ; final points 2.60
Vardas7084         Pavarde7084  2  8  2  1  2  5  9  3 10  6  5  5 10  1  6  1 ; final points 2.60
Vardas6393         Pavarde6393  1  5  3  2  5  9  4  6  2  4  3  6 10  9  6  1 ; final points 2.60
Vardas7295         Pavarde7295  6  2  5  5  1  8  1  8  6  6  6  3  6  6  6  1 ; final points 2.60
Vardas9868         Pavarde9868 10  5  5  1  1  1  3  3  5 10  3  6  5  9  8  1 ; final points 2.60
Vardas4989         Pavarde4989  9  7  4  1  8  2  6  3  3  5  2  8  4  4  9  1 ; final points 2.60
Vardas2817         Pavarde2817  7  1  5  7  2  4  9  9  3  3  8  4  2 10  1  1 ; final points 2.60
Vardas7653         Pavarde7653  9  3  1  8  9  2  1  8  1  4  3  2  8  9  7  1 ; final points 2.60
Vardas9017         Pavarde9017  8 10  5  2  4  2  3  7  2  1  9  1  6  5 10  1 ; final points 2.60
Vardas3017         Pavarde3017  8  2  4  3  1  2  2  1  6  9  5  6  7  9 10  1 ; final points 2.60
Vardas800           Pavarde800  4  1  4  5  8  9  7  4  3  3  6  4  4  4  9  1 ; final points 2.60
Vardas4726         Pavarde4726  2  6  3 10  1  4  8  9  4  7  4  1  3  8  5  1 ; final points 2.60
Vardas9998         Pavarde9998  1  9  5  2  7 10  2  2  7  4  5  4  2  9  6  1 ; final points 2.60
Vardas7086         Pavarde7086  5  9  5  7  6  6  3  1  1  9  2  6  3  8  4  1 ; final points 2.60
Vardas1558         Pavarde1558  7  3  9  3  7  6  6  2  1  6  2  7  6  8  2  1 ; final points 2.60
Vardas9347         Pavarde9347  3  5  5  9  4  8  8  5  3  1  6  3  3  4  8  1 ; final points 2.60
Vardas8668         Pavarde8668  5  4 10  9  7  4  5  2  1  3  4  8  1  2 10  1 ; final points 2.60
Vardas8704         Pavarde8704  1  8  7  2  2  4  9  1  9 10  6  1  9  3  3  1 ; final points 2.60
Vardas8606         Pavarde8606  7  3  2  7  6  2  2  2  2  8  7  5  9  9  4  1 ; final points 2.60
Vardas7266         Pavarde7266  4  9  1 10  1  5  1  3  6  6  5  6 10  2  6  1 ; final points 2.60
Vardas2982         Pavarde2982  9  7  1  2  7  3  5  4  7  8  3  6  4  4  5  1 ; final points 2.60
Vardas222           Pavarde222  9  3  2  1  1  3  8  1  7  2  3  3  1  6  3  2 ; final points 2.61
Vardas2638         Pavarde2638  1  2  7  6  3  5  5  1 10  1  1  1  5  2  3  2 ; final points 2.61
Vardas3719         Pavarde3719  2  4  4  3  1  7  8  1  2  1  3  1  8  1  7  2 ; final points 2.61
Vardas5363         Pavarde5363  6 10 10  1  6  2  4  8  1  8  2  5  8  3  2  1 ; final points 2.63
Vardas599           Pavarde599  7  3  1  8  4  6  9  2  4  7 10  1  2  5  7  1 ; final points 2.63
Vardas4544         Pavarde4544  9  6  2  2  7  5  1  4  6  3  7  6  7  3  8  1 ; final points 2.63
Vardas1606         Pavarde1606  6  2  3 10  1  6  4 10 10  3  1  5  3  2 10  1 ; final points 2.63
Vardas4603         Pavarde4603  5  1  4  5  3  9  4  7  7  7  4  1  3 10  6  1 ; final points 2.63
Vardas7679         Pavarde7679  6  7  6  3  4  5  9  4  5  2  3  6  5  9  2  1 ; final points 2.63
Vardas6772         Pavarde6772  3 10  5 10  2  4  3 10  4  4  2  5 10  1  3  1 ; final points 2.63
Vardas672           Pavarde672  7  8  6  8  1  3  7  2  2  2 10  6  5  8  1  1 ; final points 2.63
Vardas7183         Pavarde7183  1  9  7  9  5  9  2  2  1 10  2  5  7  3  4  1 ; final points 2.63
Vardas6613         Pavarde6613  8  7  4  8  4  3  9  5 10  2  2  3  1  6  4  1 ; final points 2.63
Vardas7404         Pavarde7404  6  4  8  5  2  3  1  5  8  8  5  2  8  7  4  1 ; final points 2.63
Vardas6935         Pavarde6935  6  9  9  5 10  2  5  6 10  1  3  1  1  1  7  1 ; final points 2.63
Vardas7842         Pavarde7842  3  3  6  5  7  9  6  2 10  1  3  5 10  5  1  1 ; final points 2.63
Vardas9112         Pavarde9112  3  9  8  1  1  6  7  8  8  5  8  1  2  8  1  1 ; final points 2.63
Vardas784           Pavarde784 10  8  3  3  1  6  1  4  4  7  8  5  2  8  6  1 ; final points 2.63
Vardas7830         Pavarde7830  9  7  4  1  2  4  4  8  1  9  3  4  3  9  8  1 ; final points 2.63
Vardas183           Pavarde183  9  2  4  4  7  6  1  1  3  3  8  3  6 10  9  1 ; final points 2.63
Vardas8862         Pavarde8862  1  2  5  5  6  5  7  7  8  8  3  6  5  1  7  1 ; final points 2.63
Vardas9925         Pavarde9925  1  4  7  6  1  4  8  8  9  2  3  5  2  9  7  1 ; final points 2.63
Vardas3941         Pavarde3941  4  2  6  1  2  8  1 10  6  8 10  4  3  7  4  1 ; final points 2.63
Vardas394           Pavarde394  8  3  4  7  6  3  6  1  4  1  5  8  7  7  6  1 ; final points 2.63
Vardas8576         Pavarde8576  2  9  7  3  2  1 10  7  7 10  3  3  2  9  1  1 ; final points 2.63
Vardas8572         Pavarde8572  4  9  4  3  2  8  9  9  5  7  6  4  1  2  3  1 ; final points 2.63
Vardas335           Pavarde335  5  1  8  6  4  2  2  5  4  6  3  5  6  9 10  1 ; final points 2.63
Vardas7048         Pavarde7048  3  2  6  3  2  3  9  9  9  3  6  5  6  2  8  1 ; final points 2.63
Vardas1157         Pavarde1157  3  8  8  3  7  3  5  1  8  1  1  8  1 10  9  1 ; final points 2.63
Vardas1762         Pavarde1762  2  6  4  2  1  5  8  3  8  1 10  9  7  4  6  1 ; final points 2.63
Vardas1167         Pavarde1167  8  4  6  8  9  3  4  1  6  5  4  5  1  8  4  1 ; final points 2.63
Vardas3328         Pavarde3328  7  1  4 10  1  4  3  7 10 10  2  5  1  8  3  1 ; final points 2.63
Vardas8091         Pavarde8091  1  8  1  5  8  5  8  7  2  2  3  5  6 10  5  1 ; final points 2.63
Vardas6308         Pavarde6308  3  6  9  4  7  2  1  8  4  7  8  5  3  2  7  1 ; final points 2.63
Vardas6450         Pavarde6450 10  8  3  9  4  1  2 10  3  5  1  2  7  3  8  1 ; final points 2.63
Vardas4336         Pavarde4336  4  3  5  9  2  6  6  2  1 10  4  2  2 10 10  1 ; final points 2.63
Vardas9070         Pavarde9070  5  9  2  3  8  5  8  9  2  2  9  4  2  7  1  1 ; final points 2.63
Vardas545           Pavarde545  5  3  2  6  4  8  4  9  9  3  4  8  3  3  5  1 ; final points 2.63
Vardas7290         Pavarde7290 10 10  1  1  1  4  4  1  2  2  5  6  4  1  2  2 ; final points 2.64
Vardas2553         Pavarde2553  1  8  6  1  2  7  2  4  2  7  8  6 10  7  6  1 ; final points 2.65
Vardas7593         Pavarde7593  8  8  6  3  4  3  4  4 10  4  5 10  2  5  1  1 ; final points 2.65
Vardas5118         Pavarde5118  8  2  3  5  7  6  1  3  6  5  7 10  6  4  4  1 ; final points 2.65
Vardas4790         Pavarde4790  1 10  2 10  1  9  3  4  7  9  1  3 10  2  5  1 ; final points 2.65
Vardas5831         Pavarde5831  5 10  6  4  5  3  3  7  1 10  2  4  3  7  7  1 ; final points 2.65
Vardas3303         Pavarde3303  3 10  4  2  8 10  9  2  1  2  3  3  4  9  7  1 ; final points 2.65
Vardas7816         Pavarde7816  4  8  3  9  4  5  3  3  4  4  1  7  8  4 10  1 ; final points 2.65
Vardas664           Pavarde664  8  9  6  7  7  1  1  5  9  1  3  4  6  9  1  1 ; final points 2.65
Vardas9737         Pavarde9737  1  2  5  7 10  9  2 10  2  4  2  9  2  9  3  1 ; final points 2.65
Vardas147           Pavarde147  2  4  7 10  3  8  5  1  4  2  3  3  5 10 10  1 ; final points 2.65
Vardas3254         Pavarde3254  6  6  8  9  3  2  7  1  7  4  5  1  8  4  6  1 ; final points 2.65
Vardas6703         Pavarde6703  8  4  8  9  6  7  7  3  5  1  3  2  5  4  5  1 ; final points 2.65
Vardas428           Pavarde428  2  3  3  8  5  4  7  3  3  6  4  8  7  6  8  1 ; final points 2.65
Vardas263           Pavarde263  8  3  7 10  5 10  5  5  2  2  3  9  1  4  3  1 ; final points 2.65
Vardas1542         Pavarde1542  2  5  4  1  8 10  6  3  8  3  1 10  5  9  2  1 ; final points 2.65
Vardas7639         Pavarde7639  1  4  6  7  4  2  4  4 10  5  5 10  3  7  5  1 ; final points 2.65
Vardas3346         Pavarde3346  2  1  4  8  6  8  5  2  8  9  3  8  1 10  2  1 ; final points 2.65
Vardas9399         Pavarde9399  1  6  1  7  3  6  7  3  2  3  9  8  9  4  8  1 ; final points 2.65
Vardas9527         Pavarde9527  7  3  4  8  2  9  4  6  3  6  4  3  7  9  2  1 ; final points 2.65
Vardas3555         Pavarde3555  5  8  2  3  5  5  1  7  5  8  1  1  7  9 10  1 ; final points 2.65
Vardas8583         Pavarde8583  6  5  1  2  7  3  2  9  7  6  6  2  9  7  5  1 ; final points 2.65
Vardas9602         Pavarde9602  3  2  4  3 10  8  9  1  9  1  6  1 10  8  2  1 ; final points 2.65
Vardas4414         Pavarde4414  1  2  8 10  2  9  2 10  2  7  4  4  8  1  7  1 ; final points 2.65
Vardas9588         Pavarde9588  1  2  6  4 10 10  1  8  2  1  4  5  9  7  7  1 ; final points 2.65
Vardas4018         Pavarde4018  7  6  6  7  2  5  5  1  3  4  7  8  3  3 10  1 ; final points 2.65
Vardas6312         Pavarde6312  4  5  2  4  6  1  5  5  8  7  2  7 10  5  6  1 ; final points 2.65
Vardas6416         Pavarde6416  3  9  5  5  4  4  9  8  7  2  9  6  2  3  1  1 ; final points 2.65
Vardas2294         Pavarde2294  4  5  2  6  5  4  9  8  3  1  5  7  7  1 10  1 ; final points 2.65
Vardas2880         Pavarde2880  2  7 10 10  4  1  7  2  6 10  5  2  3  2  6  1 ; final points 2.65
Vardas6391         Pavarde6391  7  7  4  5 10  7  9  3  1  1  6  4  8  4  1  1 ; final points 2.65
Vardas434           Pavarde434  2 10  2  7  3  1  8  7  6  4  9  3  7  5  3  1 ; final points 2.65
Vardas1691         Pavarde1691  9 10 10  6  2  9  9  4  1  2  4  1  7  1  2  1 ; final points 2.65
Vardas3740         Pavarde3740  1  8  6 10  2  9  1  3 10  1  4 10  2  5  5  1 ; final points 2.65
Vardas1573         Pavarde1573  2  5  9 10  4  4  2  3  9  8  5  6  5  3  2  1 ; final points 2.65
Vardas4087         Pavarde4087  3  5  4  3  3  7  3  8  6  6  3  6  8  2 10  1 ; final points 2.65
Vardas4120         Pavarde4120  4  2  6  1  1  9  3  1  1  3  5  4  1  7  7  2 ; final points 2.67
Vardas5514         Pavarde5514  9  1  5  8  6  1  4  4  1  3  1  9  1  1  1  2 ; final points 2.67
Vardas4817         Pavarde4817  6  2  2 10  4  6 10  4  3  2  4  7  4  6  8  1 ; final points 2.68
Vardas6248         Pavarde6248  2  7  8  9 10  4  1  7  1  3 10  1  1  7  7  1 ; final points 2.68
Vardas3828         Pavarde3828  7  4  1  8  1  2  4 10  4  3  6  9  8  4  7  1 ; final points 2.68
Vardas7148         Pavarde7148  2  2  4  6  8  1  6  4  6  5 10  8  2  4 10  1 ; final points 2.68
Vardas1743         Pavarde1743 10  1  9  5  4  6  7  3  2  1  3  9 10  5  3  1 ; final points 2.68
Vardas8402         Pavarde8402  4 10  6  5  2  8  8  1  3  6  5  4  5  6  5  1 ; final points 2.68
Vardas4769         Pavarde4769  5  4  2  5 10  4  2  7  9  4  8  5  2  9  2  1 ; final points 2.68
Vardas3325         Pavarde3325  5  6  4  5  7  6  8  7  5  1  1  3  9  9  2  1 ; final points 2.68
Vardas7364         Pavarde7364  2  9  1  5  7  3  2  6  5  8  9  3  5  5  8  1 ; final points 2.68
Vardas6107         Pavarde6107  5  3  9  8  1  8  9  2  1 10  1  2  8  4  7  1 ; final points 2.68
Vardas5033         Pavarde5033 10 10  9  3  3  3  2  1  2  2  3  9  5  9  7  1 ; final points 2.68
Vardas230           Pavarde230  5  7  2  5  1  9  6 10  5  2  9 10  2  1  4  1 ; final points 2.68
Vardas1276         Pavarde1276  7  6  4 10  3  6  1  8  7  1  8  8  2  6  1  1 ; final points 2.68
Vardas4713         Pavarde4713  1 10  2  2  6  7  1  8  5  2  9  9  2  7  7  1 ; final points 2.68
Vardas6041         Pavarde6041  9 10 10  1  1  3  8  2  4  8  9  5  5  1  2  1 ; final points 2.68
Vardas8638         Pavarde8638  2  3  1  5  2  4  7 10  9  7  9  8  1  9  1  1 ; final points 2.68
Vardas7597         Pavarde7597  7  2 10  8  4  6 10  4  6  1  6  6  2  1  5  1 ; final points 2.68
Vardas3244         Pavarde3244  6  3 10  5  4  4  2  1  6  7  8  7  2  5  8  1 ; final points 2.68
Vardas6554         Pavarde6554  8  3  8  1  5  5  9  2  4  6  7  1  9  3  7  1 ; final points 2.68
Vardas6544         Pavarde6544  3  8  3  4  4  9  7  5  8  1  3  9  2 10  2  1 ; final points 2.68
Vardas4459         Pavarde4459  3  2  9  4  1 10  2  7  8  3  9  3  6  7  4  1 ; final points 2.68
Vardas2061         Pavarde2061  1  1  6  5  3  6  8  5  4  9  8  8  7  4  3  1 ; final points 2.68
Vardas770           Pavarde770 10  2  4  7  1  8  4  5  2  7  6  8  4  5  5  1 ; final points 2.68
Vardas2583         Pavarde2583 10 10 10  1  3  8  7  5  7  2  1  2  5  3  4  1 ; final points 2.68
Vardas1255         Pavarde1255  1  8  5  4  1  7  9  7  5  4  2  6  4  8  7  1 ; final points 2.68
Vardas4102         Pavarde4102  6  5 10  8 10  2  5  6  2  2  5  8  3  3  3  1 ; final points 2.68
Vardas7814         Pavarde7814  5  5  4  9  7  3  3  8  3  1 10  9  4  5  2  1 ; final points 2.68
Vardas3951         Pavarde3951  7  2  2  4  6  5  1  3  8  8 10  7 10  1  4  1 ; final points 2.68
Vardas7312         Pavarde7312  5  5  2  1  5  5  1  1  4 10  7  1  1  7  1  2 ; final points 2.69
Vardas7001         Pavarde7001  5  6  9  8 10  4  1  5  5  5  3  5  6  1  6  1 ; final points 2.71
Vardas9484         Pavarde9484  5  6 10  4  5  7  2  6  7  5  1  7  3  8  3  1 ; final points 2.71
Vardas6882         Pavarde6882  5  1  8  8  3  1 10  8  8  1  8 10  1  1  6  1 ; final points 2.71
Vardas2921         Pavarde2921  5  5  7  5  4 10  6  5  9  4  2  4  4  2  7  1 ; final points 2.71
Vardas2813         Pavarde2813  6  2  3  8  2 10  4  1  8  6  7  5  1 10  6  1 ; final points 2.71
Vardas3187         Pavarde3187  6  5  6  3  5  1  9  6  5  4  1  5  8  9  6  1 ; final points 2.71
Vardas7316         Pavarde7316  7  7  2  2  2  6  8  5  9  9  1  1  7 10  3  1 ; final points 2.71
Vardas1015         Pavarde1015  8  8  4  8  4  5  2  4  4  3  2  9  9  5  4  1 ; final points 2.71
Vardas8971         Pavarde8971  6  8  9  6  3  9  7  5  1  5  1  3  5  9  2  1 ; final points 2.71
Vardas6973         Pavarde6973  1  2  4  6  5  7 10  8  3  2  2  6 10  5  8  1 ; final points 2.71
Vardas8679         Pavarde8679  1  4  9  5 10  2  7  1 10  5  4  9  1  2  9  1 ; final points 2.71
Vardas1879         Pavarde1879  3  8  3  3  3  6  9  7 10  2  7  9  1  7  1  1 ; final points 2.71
Vardas9647         Pavarde9647  6  9  3  8  7  8  3  6  6  7  2  3  1  5  5  1 ; final points 2.71
Vardas9792         Pavarde9792  4  3  9  3  2  6 10  4  2 10  9  7  6  1  3  1 ; final points 2.71
Vardas8408         Pavarde8408  4  7  2  2  2  5 10  8  3  3  9  7  9  5  3  1 ; final points 2.71
Vardas1621         Pavarde1621  9  2 10  5  4  3  1  6  5  4 10  8  5  5  2  1 ; final points 2.71
Vardas7898         Pavarde7898  2  9  4  2  9  6  9  2  3  3  3  6  3  9  9  1 ; final points 2.71
Vardas6792         Pavarde6792  7  7  5  5  7  3  5  4  1  2  8  6  9  9  1  1 ; final points 2.71
Vardas7938         Pavarde7938  7  8  3  6  1  7  5  4 10  8  8  5  2  1  4  1 ; final points 2.71
Vardas2210         Pavarde2210  6  5  4  6  2  2  2 10  4  2  9  7  3 10  7  1 ; final points 2.71
Vardas5975         Pavarde5975 10  2  8  3  7  2  9  5  5  2  8  2  2  6  8  1 ; final points 2.71
Vardas6232         Pavarde6232  9  2  6  3  9  7  3  5  2  1  9  5  1  9  8  1 ; final points 2.71
Vardas5695         Pavarde5695  4  1  3 10  9  2  9  3  4  3  8  6  6  4  7  1 ; final points 2.71
Vardas9212         Pavarde9212 10  9  5  1  2  9  4  3  8  3  2  9  5  8  1  1 ; final points 2.71
Vardas4003         Pavarde4003  7  7  1  3 10  5  3  2 10  2  3  5  9 10  2  1 ; final points 2.71
Vardas3734         Pavarde3734  1  3  6  3 10  9  2  1  7  6  5  5  8 10  3  1 ; final points 2.71
Vardas6474         Pavarde6474  1  9  7  5  4  6  4  4  5  2  1  9  5  7 10  1 ; final points 2.71
Vardas2515         Pavarde2515  1  1  9  2  5  5  5  3  1  5  5  8  1  3  3  2 ; final points 2.72
Vardas5951         Pavarde5951  7  1  1  2  2  4  5  4  5  8  2  1  8  2  5  2 ; final points 2.72
Vardas9502         Pavarde9502  3  6  2  5  1  2  2  3  1  5  9  1  5  6  6  2 ; final points 2.72
Vardas4704         Pavarde4704  7  3  6  5  8  2  9 10  6  1  2  4  6  7  4  1 ; final points 2.73
Vardas2621         Pavarde2621  2 10  3  3  9  2  4  4  3  2  9  9 10  6  4  1 ; final points 2.73
Vardas8335         Pavarde8335  3  4  9  3  5  2  4  6  9  5  3  8  9  3  7  1 ; final points 2.73
Vardas140           Pavarde140  2  2  7  3  1  5  7  8  9  9  4 10  7  4  2  1 ; final points 2.73
Vardas1339         Pavarde1339  1  9  2  7  1  1  6  6  2  8 10  9  4  7  7  1 ; final points 2.73
Vardas6690         Pavarde6690  4  4  1 10  9  2  1  5  6  1  9 10  5  7  6  1 ; final points 2.73
Vardas5790         Pavarde5790  8  2  7  6  8 10  9  2  5  3  5  2  9  3  1  1 ; final points 2.73
Vardas936           Pavarde936  7  6 10  3  5  8  7  5  4  6  3  5  2  5  4  1 ; final points 2.73
Vardas9914         Pavarde9914  9  4  2  6  6  2  8  3  5  2  4 10  8  2  9  1 ; final points 2.73
Vardas3317         Pavarde3317  6  3  6  2  1  2  5  8  5  9 10  6  4  3 10  1 ; final points 2.73
Vardas5990         Pavarde5990  4  9  9  3 10  4  3  8  1 10  4  1  9  3  2  1 ; final points 2.73
Vardas2146         Pavarde2146  7  5  1 10  4  7  5  1  7  1  8  5  4  6  9  1 ; final points 2.73
Vardas1761         Pavarde1761  8  8  6  1 10  3  6  2 10  8  1  9  2  3  3  1 ; final points 2.73
Vardas3822         Pavarde3822  4  4  3  1  7  8  6  6  1 10  1 10  8  8  3  1 ; final points 2.73
Vardas4629         Pavarde4629  9  3  1  2 10  7  5  2  9  7  9  4  7  2  3  1 ; final points 2.73
Vardas8282         Pavarde8282  6  1 10  7  7 10  5  1  8  2  5  8  1  4  5  1 ; final points 2.73
Vardas1988         Pavarde1988  6  8  2  9  8 10  4  5  4  3  2 10  1  7  1  1 ; final points 2.73
Vardas8935         Pavarde8935  1  7  9  4  6  1 10  2  5  3  1  6  6  9 10  1 ; final points 2.73
Vardas6588         Pavarde6588  9  2  8  4  7 10  5  3  6  3  6  1  6  4  6  1 ; final points 2.73
Vardas8038         Pavarde8038  7  2  8  5  4  1  1  8 10  2  4  9  4  8  7  1 ; final points 2.73
Vardas3468         Pavarde3468  5  2  3  1  8  2  1  4  6  2  9  8 10 10  9  1 ; final points 2.73
Vardas7720         Pavarde7720  3  7  8  5  2  3  5  7  5  2  5  9  4  5 10  1 ; final points 2.73
Vardas4051         Pavarde4051  6 10  2  3  8  9  7  5  4  6  5  9  2  2  2  1 ; final points 2.73
Vardas1536         Pavarde1536  1  3  7  3 10  9  2  5  8  3  6  9  2  8  4  1 ; final points 2.73
Vardas2999         Pavarde2999  8  6  3  5  8  8  1  5  3  3  3 10  6  6  5  1 ; final points 2.73
Vardas3907         Pavarde3907  7  7  4  2  8 10  2  6  2  2  8  4  8  4  6  1 ; final points 2.73
Vardas7767         Pavarde7767  5  1  9  1  8  3  6  1  1  7  1  2  4  1  8  2 ; final points 2.75
Vardas3967         Pavarde3967  5  4  2  1  4 10  6 10  5  6  7  6  9  2  4  1 ; final points 2.76
Vardas6263         Pavarde6263  5  9  7  7  6  9  4  2  6  4  4  6  3  7  2  1 ; final points 2.76
Vardas3495         Pavarde3495  9  5  8  6  6  6  5  5  8  1  7  3  1  2  9  1 ; final points 2.76
Vardas9653         Pavarde9653  8  1  3  2  1 10  6  3  2  7 10  8  6  6  8  1 ; final points 2.76
Vardas9943         Pavarde9943  5  5  2  9  9  1  8  1  6  6  6 10  5  5  3  1 ; final points 2.76
Vardas2815         Pavarde2815  7  2  3  6  7 10  4  5  8  4  9  5  1  7  3  1 ; final points 2.76
Vardas9557         Pavarde9557  8  3  4 10 10  5  1  7  3  6  8  5  8  2  1  1 ; final points 2.76
Vardas9513         Pavarde9513 10  5  1  5  9  5  7  5  4  9  4  6  5  5  1  1 ; final points 2.76
Vardas6590         Pavarde6590  2  8  9  6  3  5  6  1 10  8  4  7  4  2  6  1 ; final points 2.76
Vardas1677         Pavarde1677  8  3  1  6  3  2  9  4  4  2  9  5  7  8 10  1 ; final points 2.76
Vardas9438         Pavarde9438  7  1  2  3  5  7  8  3  8  9  7  1  4  8  8  1 ; final points 2.76
Vardas9370         Pavarde9370 10  9  3  3  8  7  2  3  6  2  5  7  8  1  7  1 ; final points 2.76
Vardas6313         Pavarde6313  4  3  8  4  7  4  8  8  3  8  4  5  8  2  5  1 ; final points 2.76
